id,article_id,model,name,type,entity_id,paragraph,sentence
27303949,331842,english.all.3class.distsim.crf.ser,Jud,PERSON,258707,18,1
27303954,331842,english.all.3class.distsim.crf.ser,Fish,PERSON,85567,20,2
27303955,331842,english.all.3class.distsim.crf.ser,"Bard College",ORGANIZATION,92610,20,3
27303956,331842,english.all.3class.distsim.crf.ser,"St. Ann 's Warehouse",ORGANIZATION,13418,20,3
27303957,331842,english.all.3class.distsim.crf.ser,Brooklyn,LOCATION,3445,20,3
27303959,331842,english.all.3class.distsim.crf.ser,"Gabrielle Hamilton",PERSON,44347,22,2
27303961,331842,english.all.3class.distsim.crf.ser,"Agnes de Mille",PERSON,22913,23,1
27303963,331842,english.all.3class.distsim.crf.ser,Hamilton,PERSON,44347,24,1
45387148,424546,english.all.3class.distsim.crf.ser,"Fox News First",ORGANIZATION,6302,1,1
45387151,424546,english.all.3class.distsim.crf.ser,"Fox News",ORGANIZATION,6302,2,1
45387152,424546,english.all.3class.distsim.crf.ser,"Bryan Robinson",PERSON,6298,2,1
15304646,305370,english.all.3class.distsim.crf.ser,Heidi,PERSON,215218,3,1
15304650,305370,english.all.3class.distsim.crf.ser,"Heidi Schreck",PERSON,546289,4,3
15304651,305370,english.all.3class.distsim.crf.ser,Broadway,LOCATION,2551,4,3
15304652,305370,english.all.3class.distsim.crf.ser,"Helen Hayes Theater",LOCATION,236247,4,3
15304654,305370,english.all.3class.distsim.crf.ser,Broadway,LOCATION,2551,5,3
15304660,305370,english.all.3class.distsim.crf.ser,"Rachel Hauck",PERSON,244734,6,2
15304661,305370,english.all.3class.distsim.crf.ser,Broadway,LOCATION,2551,6,2
15304662,305370,english.all.3class.distsim.crf.ser,"New York Theater Workshop",LOCATION,46712,6,2
15304663,305370,english.all.3class.distsim.crf.ser,Broadway,LOCATION,2551,6,3
15304664,305370,english.all.3class.distsim.crf.ser,"Oliver Butler",PERSON,546290,6,5
15304667,305370,english.all.3class.distsim.crf.ser,Schreck,PERSON,546289,8,2
15304668,305370,english.all.3class.distsim.crf.ser,"American Legion",ORGANIZATION,56097,8,3
15304671,305370,english.all.3class.distsim.crf.ser,Heidi,PERSON,546289,9,1
15304672,305370,english.all.3class.distsim.crf.ser,Heidi,PERSON,546289,9,3
15304675,305370,english.all.3class.distsim.crf.ser,"Mike Iveson",PERSON,546291,10,3
15304676,305370,english.all.3class.distsim.crf.ser,Schreck,PERSON,546289,10,4
15304678,305370,english.all.3class.distsim.crf.ser,"Supreme Court",ORGANIZATION,2594,11,3
15304680,305370,english.all.3class.distsim.crf.ser,Schreck,PERSON,546289,13,1
15304685,305370,english.all.3class.distsim.crf.ser,Schreck,PERSON,546289,14,4
15304686,305370,english.all.3class.distsim.crf.ser,Butler,PERSON,546290,14,5
15304687,305370,english.all.3class.distsim.crf.ser,Schreck,PERSON,546289,14,5
15304688,305370,english.all.3class.distsim.crf.ser,Iveson,PERSON,546291,14,5
15304691,305370,english.all.3class.distsim.crf.ser,Schreck,PERSON,546289,15,3
15304692,305370,english.all.3class.distsim.crf.ser,Schreck,PERSON,546289,15,6
15304698,305370,english.all.3class.distsim.crf.ser,"Rosdely Ciprian",PERSON,546292,16,1
15304700,305370,english.all.3class.distsim.crf.ser,Williams,PERSON,39813,16,2
15304702,305370,english.all.3class.distsim.crf.ser,Ciprian,PERSON,546292,16,3
15304703,305370,english.all.3class.distsim.crf.ser,Schreck,PERSON,546289,16,4
15304707,305370,english.all.3class.distsim.crf.ser,Schreck,PERSON,546289,18,1
15304708,305370,english.all.3class.distsim.crf.ser,Ciprian,PERSON,546292,18,3
15304709,305370,english.all.3class.distsim.crf.ser,Williams,PERSON,39813,18,3
15304712,305370,english.all.3class.distsim.crf.ser,"Lisa Kron",PERSON,393434,20,2
15304713,305370,english.all.3class.distsim.crf.ser,Schreck,PERSON,546289,20,3
15304715,305370,english.all.3class.distsim.crf.ser,Schreck,PERSON,546289,21,2
45289207,424080,english.all.3class.distsim.crf.ser,"New Orleans Pelicans",ORGANIZATION,6533,1,1
45289208,424080,english.all.3class.distsim.crf.ser,Duke,ORGANIZATION,1869,1,1
45289209,424080,english.all.3class.distsim.crf.ser,"Zion Williamson",PERSON,102357,1,1
45289210,424080,english.all.3class.distsim.crf.ser,NBA,ORGANIZATION,6532,1,1
45289212,424080,english.all.3class.distsim.crf.ser,"Capitol Hill",LOCATION,389,2,1
45289220,424080,english.all.3class.distsim.crf.ser,"White House",ORGANIZATION,1061,3,1
45289221,424080,english.all.3class.distsim.crf.ser,"Mick Mulvaney",PERSON,1856,3,1
45289222,424080,english.all.3class.distsim.crf.ser,Treasury,ORGANIZATION,4112,3,1
45289223,424080,english.all.3class.distsim.crf.ser,"Steve Mnuchin",PERSON,6574,3,1
45289224,424080,english.all.3class.distsim.crf.ser,House,ORGANIZATION,1061,3,1
45289225,424080,english.all.3class.distsim.crf.ser,"Nancy Pelosi",PERSON,3601,3,1
45289226,424080,english.all.3class.distsim.crf.ser,D-Calif.,LOCATION,8033,3,1
45289233,424080,english.all.3class.distsim.crf.ser,"Senate Appropriations Committee",ORGANIZATION,15212,4,1
45289234,424080,english.all.3class.distsim.crf.ser,"Richard Shelby",PERSON,4121,4,1
45289235,424080,english.all.3class.distsim.crf.ser,R-Ala.,LOCATION,44065,4,1
45289236,424080,english.all.3class.distsim.crf.ser,House,ORGANIZATION,1061,4,2
45289237,424080,english.all.3class.distsim.crf.ser,"Kevin McCarthy",PERSON,18473,4,2
45289238,424080,english.all.3class.distsim.crf.ser,R-Calif.,LOCATION,4000,4,2
45289240,424080,english.all.3class.distsim.crf.ser,"Lindsey Graham",PERSON,10709,9,2
45289246,424080,english.all.3class.distsim.crf.ser,Mulvaney,PERSON,1856,10,1
45289247,424080,english.all.3class.distsim.crf.ser,Mnuchin,PERSON,6574,10,1
45289248,424080,english.all.3class.distsim.crf.ser,Senate,ORGANIZATION,15212,10,2
45289249,424080,english.all.3class.distsim.crf.ser,"Mitch McConnell",PERSON,390,10,2
45289250,424080,english.all.3class.distsim.crf.ser,R-Ky.,LOCATION,27562,10,2
45289252,424080,english.all.3class.distsim.crf.ser,McConnell,PERSON,390,11,1
45289256,424080,english.all.3class.distsim.crf.ser,Capitol,ORGANIZATION,15232,12,2
45289257,424080,english.all.3class.distsim.crf.ser,Washington,LOCATION,165,12,3
45289258,424080,english.all.3class.distsim.crf.ser,McConnell,PERSON,390,12,5
45289263,424080,english.all.3class.distsim.crf.ser,"White House",LOCATION,1063,13,2
45289264,424080,english.all.3class.distsim.crf.ser,Trump,PERSON,167,13,3
45289265,424080,english.all.3class.distsim.crf.ser,Trump,PERSON,167,13,4
45289266,424080,english.all.3class.distsim.crf.ser,Pelosi,PERSON,3601,13,4
45289270,424080,english.all.3class.distsim.crf.ser,Washington,LOCATION,165,14,2
45289271,424080,english.all.3class.distsim.crf.ser,House,ORGANIZATION,1061,14,3
45289272,424080,english.all.3class.distsim.crf.ser,"Trump Administration",ORGANIZATION,3474,14,3
45289275,424080,english.all.3class.distsim.crf.ser,Mnuchin,PERSON,6574,16,1
45289276,424080,english.all.3class.distsim.crf.ser,"Speaker 's Office",ORGANIZATION,887092,16,1
45289280,424080,english.all.3class.distsim.crf.ser,Mnuchin,PERSON,6574,17,1
45289281,424080,english.all.3class.distsim.crf.ser,Mulvaney,PERSON,1856,17,1
45289282,424080,english.all.3class.distsim.crf.ser,Pelosi,PERSON,3601,17,1
45289284,424080,english.all.3class.distsim.crf.ser,Pelosi,PERSON,3601,18,1
45289286,424080,english.all.3class.distsim.crf.ser,Pelosi,PERSON,3601,19,3
45289288,424080,english.all.3class.distsim.crf.ser,Mulvaney,PERSON,1856,20,1
45289292,424080,english.all.3class.distsim.crf.ser,"Mick Mulvaney",PERSON,1856,21,1
45289293,424080,english.all.3class.distsim.crf.ser,Pelosi,PERSON,3601,21,2
45289294,424080,english.all.3class.distsim.crf.ser,Mulvaney,PERSON,1856,21,3
45289297,424080,english.all.3class.distsim.crf.ser,"South Carolina",LOCATION,2632,22,2
45289298,424080,english.all.3class.distsim.crf.ser,Mulvaney,PERSON,1856,22,2
45289301,424080,english.all.3class.distsim.crf.ser,Mulvaney,PERSON,1856,23,1
45289302,424080,english.all.3class.distsim.crf.ser,Pelosi,PERSON,3601,23,2
45289307,424080,english.all.3class.distsim.crf.ser,Mulvaney,PERSON,1856,24,1
45289308,424080,english.all.3class.distsim.crf.ser,House,ORGANIZATION,1061,24,2
45289309,424080,english.all.3class.distsim.crf.ser,"Steny Hoyer",PERSON,26206,24,2
45289310,424080,english.all.3class.distsim.crf.ser,D-Md,LOCATION,79005,24,2
45289316,424080,english.all.3class.distsim.crf.ser,Fox,PERSON,2040,25,1
45289317,424080,english.all.3class.distsim.crf.ser,Mulvaney,PERSON,1856,25,1
45289318,424080,english.all.3class.distsim.crf.ser,Mnuchin,PERSON,6574,25,2
45289319,424080,english.all.3class.distsim.crf.ser,Mulvaney,PERSON,1856,25,2
45289320,424080,english.all.3class.distsim.crf.ser,"White House",LOCATION,1063,25,2
45289325,424080,english.all.3class.distsim.crf.ser,Mulvaney,PERSON,1856,27,1
45289326,424080,english.all.3class.distsim.crf.ser,Pentagon,ORGANIZATION,1782,27,2
45289327,424080,english.all.3class.distsim.crf.ser,Congress,ORGANIZATION,387,27,2
45289328,424080,english.all.3class.distsim.crf.ser,Trump,PERSON,167,27,3
45289330,424080,english.all.3class.distsim.crf.ser,Mulvaney,PERSON,1856,28,1
45289333,424080,english.all.3class.distsim.crf.ser,"Capitol Hill",ORGANIZATION,408,29,1
45289334,424080,english.all.3class.distsim.crf.ser,Mulvaney,PERSON,1856,29,1
45289336,424080,english.all.3class.distsim.crf.ser,Mulvaney,PERSON,1856,30,1
45289343,424080,english.all.3class.distsim.crf.ser,House,ORGANIZATION,1061,31,2
45289344,424080,english.all.3class.distsim.crf.ser,IRS,ORGANIZATION,395,31,3
45289345,424080,english.all.3class.distsim.crf.ser,"House Budget Committee",ORGANIZATION,84259,31,4
45289346,424080,english.all.3class.distsim.crf.ser,"John Yarmuth",PERSON,84260,31,4
45289347,424080,english.all.3class.distsim.crf.ser,D-Ky.,LOCATION,72031,31,4
45289348,424080,english.all.3class.distsim.crf.ser,Pelosi,PERSON,3601,31,4
45289352,424080,english.all.3class.distsim.crf.ser,Hoyer,PERSON,26206,32,1
45289353,424080,english.all.3class.distsim.crf.ser,Mulvaney,PERSON,1856,32,1
45289354,424080,english.all.3class.distsim.crf.ser,Pentagon,ORGANIZATION,1782,32,2
45289357,424080,english.all.3class.distsim.crf.ser,Hoyer,PERSON,26206,33,1
45289358,424080,english.all.3class.distsim.crf.ser,Mulvaney,PERSON,1856,33,2
45289361,424080,english.all.3class.distsim.crf.ser,Congress,ORGANIZATION,387,34,3
45289362,424080,english.all.3class.distsim.crf.ser,"Obama Administration",ORGANIZATION,32548,34,3
45289365,424080,english.all.3class.distsim.crf.ser,"White House",ORGANIZATION,1061,35,1
45289366,424080,english.all.3class.distsim.crf.ser,"Eric Ueland",PERSON,887093,35,1
45289370,424080,english.all.3class.distsim.crf.ser,Senate,ORGANIZATION,15212,36,4
45289371,424080,english.all.3class.distsim.crf.ser,Senate,ORGANIZATION,15212,36,5
45289372,424080,english.all.3class.distsim.crf.ser,House,ORGANIZATION,1061,36,5
45289374,424080,english.all.3class.distsim.crf.ser,Fox,PERSON,2040,37,1
45289377,424080,english.all.3class.distsim.crf.ser,Trump,PERSON,167,38,2
45289378,424080,english.all.3class.distsim.crf.ser,GOP,ORGANIZATION,3431,38,5
45289382,424080,english.all.3class.distsim.crf.ser,Defense,ORGANIZATION,3607,39,3
45289383,424080,english.all.3class.distsim.crf.ser,"White House",LOCATION,1063,39,3
45289384,424080,english.all.3class.distsim.crf.ser,Pentagon,LOCATION,3985,39,3
45289387,424080,english.all.3class.distsim.crf.ser,McConnell,PERSON,390,40,2
45289388,424080,english.all.3class.distsim.crf.ser,Washington,LOCATION,165,40,3
22317029,283956,english.all.3class.distsim.crf.ser,"Maddie Corman",PERSON,642615,4,2
22317035,283956,english.all.3class.distsim.crf.ser,Corman,PERSON,642615,5,1
22317036,283956,english.all.3class.distsim.crf.ser,Brooklyn,LOCATION,3445,5,2
22317037,283956,english.all.3class.distsim.crf.ser,"Dobbs Ferry",LOCATION,255432,5,2
22317038,283956,english.all.3class.distsim.crf.ser,N.Y.,LOCATION,1328,5,2
22317039,283956,english.all.3class.distsim.crf.ser,Dad,PERSON,1356,5,4
22317042,283956,english.all.3class.distsim.crf.ser,"Jace Alexander",PERSON,642616,6,1
22317043,283956,english.all.3class.distsim.crf.ser,Alexander,PERSON,642616,6,2
22317045,283956,english.all.3class.distsim.crf.ser,NPR,ORGANIZATION,2991,7,1
22317048,283956,english.all.3class.distsim.crf.ser,Corman,PERSON,642615,8,1
22317049,283956,english.all.3class.distsim.crf.ser,Alexander,PERSON,642616,8,2
22317051,283956,english.all.3class.distsim.crf.ser,Corman,PERSON,642615,9,1
22317054,283956,english.all.3class.distsim.crf.ser,Corman,PERSON,642615,10,2
22317055,283956,english.all.3class.distsim.crf.ser,Alexander,PERSON,642616,10,2
22317057,283956,english.all.3class.distsim.crf.ser,Alexander,PERSON,642616,11,2
22317059,283956,english.all.3class.distsim.crf.ser,Corman,PERSON,642615,12,2
22317061,283956,english.all.3class.distsim.crf.ser,Corman,PERSON,642615,13,1
22317063,283956,english.all.3class.distsim.crf.ser,Corman,PERSON,642615,15,2
22317067,283956,english.all.3class.distsim.crf.ser,"Kristin Hanggi",PERSON,642618,16,1
22317068,283956,english.all.3class.distsim.crf.ser,"Elaine J. McCarthy",PERSON,642619,16,2
22317069,283956,english.all.3class.distsim.crf.ser,"Claire Wellin",PERSON,642621,16,2
22317072,283956,english.all.3class.distsim.crf.ser,Arizona,LOCATION,394,17,2
22317074,283956,english.all.3class.distsim.crf.ser,Corman,PERSON,642615,17,2
22317077,283956,english.all.3class.distsim.crf.ser,Corman,PERSON,642615,19,1
31202377,320418,english.all.3class.distsim.crf.ser,"Sam Gold",PERSON,393006,1,1
31202379,320418,english.all.3class.distsim.crf.ser,"Glenda Jackson",PERSON,51937,1,1
31202381,320418,english.all.3class.distsim.crf.ser,Jackson,PERSON,51937,1,2
31202383,320418,english.all.3class.distsim.crf.ser,Shakespeare,PERSON,4420,1,2
31202387,320418,english.all.3class.distsim.crf.ser,"Philip Glass",PERSON,67119,2,2
31202395,320418,english.all.3class.distsim.crf.ser,Shakespeare,PERSON,4420,3,1
31202397,320418,english.all.3class.distsim.crf.ser,"Miriam Buether",PERSON,763107,3,2
31202399,320418,english.all.3class.distsim.crf.ser,"Jane Cox",PERSON,167889,3,2
31202403,320418,english.all.3class.distsim.crf.ser,Trump,PERSON,167,4,1
31202413,320418,english.all.3class.distsim.crf.ser,"Ruth Wilson",PERSON,52153,5,1
31202415,320418,english.all.3class.distsim.crf.ser,"Elizabeth Marvel",PERSON,85558,5,1
31202417,320418,english.all.3class.distsim.crf.ser,"Jayne Houdyshell",PERSON,763110,5,1
31202419,320418,english.all.3class.distsim.crf.ser,"John Douglas Thompson",PERSON,763112,5,1
31202429,320418,english.all.3class.distsim.crf.ser,Jackson,PERSON,51937,6,1
31202433,320418,english.all.3class.distsim.crf.ser,Lear,PERSON,48871,6,2
31202437,320418,english.all.3class.distsim.crf.ser,Jackson,PERSON,51937,6,3
31202463,320418,english.all.3class.distsim.crf.ser,Jackson,PERSON,51937,7,1
31202465,320418,english.all.3class.distsim.crf.ser,London,LOCATION,217,7,1
31202467,320418,english.all.3class.distsim.crf.ser,Vic,PERSON,9865,7,1
31202469,320418,english.all.3class.distsim.crf.ser,"British Parliament",ORGANIZATION,70687,7,1
31202471,320418,english.all.3class.distsim.crf.ser,Jackson,PERSON,51937,7,3
31202473,320418,english.all.3class.distsim.crf.ser,Broadway,LOCATION,2551,7,3
31202475,320418,english.all.3class.distsim.crf.ser,Lear,PERSON,48871,7,3
31202477,320418,english.all.3class.distsim.crf.ser,"Edward Albee",PERSON,268430,7,3
31202480,320418,english.all.3class.distsim.crf.ser,"New York",LOCATION,1328,8,2
31202483,320418,english.all.3class.distsim.crf.ser,Lears,PERSON,763113,10,1
31202484,320418,english.all.3class.distsim.crf.ser,Jackson,PERSON,51937,10,1
31202489,320418,english.all.3class.distsim.crf.ser,Cordelia,PERSON,225117,11,1
31202491,320418,english.all.3class.distsim.crf.ser,Wilson,PERSON,52153,11,1
31202504,320418,english.all.3class.distsim.crf.ser,Goneril,LOCATION,668883,12,1
31202507,320418,english.all.3class.distsim.crf.ser,Regan,PERSON,124895,12,1
31202510,320418,english.all.3class.distsim.crf.ser,"Elizabeth Marvel",PERSON,85558,12,1
31202513,320418,english.all.3class.distsim.crf.ser,"Aisling O'Sullivan",PERSON,763114,12,1
31202522,320418,english.all.3class.distsim.crf.ser,Lear,PERSON,763113,13,1
31202525,320418,english.all.3class.distsim.crf.ser,Jackson,PERSON,51937,13,2
31202533,320418,english.all.3class.distsim.crf.ser,Lear,PERSON,763113,14,2
31202535,320418,english.all.3class.distsim.crf.ser,Jackson,PERSON,51937,14,2
31202547,320418,english.all.3class.distsim.crf.ser,Lear,PERSON,763113,16,1
31202549,320418,english.all.3class.distsim.crf.ser,Lear,PERSON,763113,16,2
31202551,320418,english.all.3class.distsim.crf.ser,"Sean Carvajal",PERSON,763115,16,2
31202553,320418,english.all.3class.distsim.crf.ser,Edgar,PERSON,20006,16,2
31202555,320418,english.all.3class.distsim.crf.ser,Jackson,PERSON,51937,16,2
31202575,320418,english.all.3class.distsim.crf.ser,Gold,PERSON,393006,18,1
31202578,320418,english.all.3class.distsim.crf.ser,Shakespeare,PERSON,4420,18,1
31202581,320418,english.all.3class.distsim.crf.ser,"New York",LOCATION,1328,18,1
31202584,320418,english.all.3class.distsim.crf.ser,"Daniel Craig",PERSON,31200,18,1
31202587,320418,english.all.3class.distsim.crf.ser,"David Oyelowo",PERSON,76828,18,1
31202590,320418,english.all.3class.distsim.crf.ser,"Oscar Isaac",PERSON,13959,18,1
31202601,320418,english.all.3class.distsim.crf.ser,Broadway,LOCATION,2551,19,1
31202605,320418,english.all.3class.distsim.crf.ser,Gold,PERSON,393006,19,2
31202636,320418,english.all.3class.distsim.crf.ser,Gold,PERSON,393006,20,2
31202640,320418,english.all.3class.distsim.crf.ser,Regan,PERSON,124895,20,3
31202643,320418,english.all.3class.distsim.crf.ser,"Duke of Cornwall",ORGANIZATION,671301,20,3
31202646,320418,english.all.3class.distsim.crf.ser,"Russell Harvard",ORGANIZATION,279723,20,3
31202649,320418,english.all.3class.distsim.crf.ser,Cornwall,LOCATION,8273,20,4
31202652,320418,english.all.3class.distsim.crf.ser,"Michael Arden",PERSON,763116,20,4
31202666,320418,english.all.3class.distsim.crf.ser,Lear,PERSON,763113,21,2
31202670,320418,english.all.3class.distsim.crf.ser,Lear,PERSON,763113,21,3
31202674,320418,english.all.3class.distsim.crf.ser,"Ann Roth",PERSON,763117,21,3
31202682,320418,english.all.3class.distsim.crf.ser,Wilson,PERSON,52153,22,1
31202711,320418,english.all.3class.distsim.crf.ser,Wilson,PERSON,52153,23,1
31202715,320418,english.all.3class.distsim.crf.ser,Thompson,PERSON,763112,23,2
31202720,320418,english.all.3class.distsim.crf.ser,Houdyshell,PERSON,763110,23,2
31202725,320418,english.all.3class.distsim.crf.ser,Gloucester,LOCATION,130722,23,2
31202730,320418,english.all.3class.distsim.crf.ser,"Pedro Pascal",PERSON,8352,23,2
31202735,320418,english.all.3class.distsim.crf.ser,Edmund,PERSON,193011,23,2
31202755,320418,english.all.3class.distsim.crf.ser,Marvel,PERSON,85558,24,1
31202759,320418,english.all.3class.distsim.crf.ser,Goneril,LOCATION,668883,24,1
31202763,320418,english.all.3class.distsim.crf.ser,O'Sullivan,PERSON,763114,24,2
31202767,320418,english.all.3class.distsim.crf.ser,Regan,PERSON,124895,24,2
31202775,320418,english.all.3class.distsim.crf.ser,Lear,PERSON,763113,25,1
31202788,320418,english.all.3class.distsim.crf.ser,Jackson,PERSON,51937,26,1
31202791,320418,english.all.3class.distsim.crf.ser,Lear,PERSON,763113,26,1
45388059,424547,english.all.3class.distsim.crf.ser,McCombe,PERSON,886810,3,1
45388060,424547,english.all.3class.distsim.crf.ser,Jackson,PERSON,5359,3,1
45388062,424547,english.all.3class.distsim.crf.ser,Britain,LOCATION,93,4,1
45388064,424547,english.all.3class.distsim.crf.ser,U.S.,LOCATION,150,5,1
45388068,424547,english.all.3class.distsim.crf.ser,"John Keenan",PERSON,888339,6,1
45388069,424547,english.all.3class.distsim.crf.ser,Paisley,PERSON,156699,6,1
45388070,424547,english.all.3class.distsim.crf.ser,"Catholic News Agency",ORGANIZATION,8039,6,1
45388073,424547,english.all.3class.distsim.crf.ser,"John Sherrington",PERSON,888340,7,1
45388074,424547,english.all.3class.distsim.crf.ser,Westminster,LOCATION,11705,7,1
45388076,424547,english.all.3class.distsim.crf.ser,"Nathalie Lieven",PERSON,870495,8,1
45345089,424388,english.all.3class.distsim.crf.ser,"SAN DIEGO",LOCATION,9518,1,1
45345091,424388,english.all.3class.distsim.crf.ser,Navy,ORGANIZATION,5817,1,1
45345093,424388,english.all.3class.distsim.crf.ser,"Eddie Gallagher",PERSON,364614,1,1
45345095,424388,english.all.3class.distsim.crf.ser,ISIS,ORGANIZATION,3002,1,1
45345103,424388,english.all.3class.distsim.crf.ser,"Frank Sheridan",PERSON,887860,2,1
45345105,424388,english.all.3class.distsim.crf.ser,Navy,ORGANIZATION,5817,2,1
45345107,424388,english.all.3class.distsim.crf.ser,Gallagher,PERSON,364614,2,1
45345113,424388,english.all.3class.distsim.crf.ser,"Nelson Candelario",PERSON,887861,3,1
45345115,424388,english.all.3class.distsim.crf.ser,Gallagher,PERSON,364614,3,1
45345119,424388,english.all.3class.distsim.crf.ser,Sheridan,PERSON,887860,4,1
45345125,424388,english.all.3class.distsim.crf.ser,Candelario,PERSON,887861,5,2
45345127,424388,english.all.3class.distsim.crf.ser,Gallagher,PERSON,364614,5,2
45345131,424388,english.all.3class.distsim.crf.ser,Candelario,PERSON,887861,6,1
45345137,424388,english.all.3class.distsim.crf.ser,Gallagher,PERSON,364614,7,1
45345139,424388,english.all.3class.distsim.crf.ser,Trump,PERSON,167,7,1
45345145,424388,english.all.3class.distsim.crf.ser,ISIS,ORGANIZATION,3002,8,1
45345147,424388,english.all.3class.distsim.crf.ser,Gallagher,PERSON,364614,8,2
45345155,424388,english.all.3class.distsim.crf.ser,Gallagher,PERSON,364614,9,1
45345157,424388,english.all.3class.distsim.crf.ser,ISIS,ORGANIZATION,3002,9,1
45345159,424388,english.all.3class.distsim.crf.ser,Iraq,LOCATION,123,9,1
45345163,424388,english.all.3class.distsim.crf.ser,Gallagher,PERSON,364614,10,1
45345173,424388,english.all.3class.distsim.crf.ser,Gallagher,PERSON,364614,12,1
45345175,424388,english.all.3class.distsim.crf.ser,"Naval Criminal Investigative Service",ORGANIZATION,18835,12,1
45345177,424388,english.all.3class.distsim.crf.ser,Gallagher,PERSON,364614,12,1
45345179,424388,english.all.3class.distsim.crf.ser,Gallagher,PERSON,364614,12,1
45345185,424388,english.all.3class.distsim.crf.ser,"Timothy Parlatore",PERSON,757831,13,1
45345187,424388,english.all.3class.distsim.crf.ser,"James Frank",PERSON,887862,13,2
45345193,424388,english.all.3class.distsim.crf.ser,NCIS,ORGANIZATION,18835,14,1
45345195,424388,english.all.3class.distsim.crf.ser,"Joseph Warpinski",PERSON,887863,14,2
