id,article_id,model,name,type,entity_id,paragraph,sentence
45350365,424393,english.all.3class.distsim.crf.ser,CNN,ORGANIZATION,4139,6,1
45350367,424393,english.all.3class.distsim.crf.ser,White House,ORGANIZATION,1061,6,1
45349018,424391,english.all.3class.distsim.crf.ser,Chicago Sun Times,ORGANIZATION,188881,2,1
45354732,424397,english.all.3class.distsim.crf.ser,Foreign Ministry,ORGANIZATION,3924,1,1
45354748,424397,english.all.3class.distsim.crf.ser,U.S. Navy,ORGANIZATION,30582,2,2
45354754,424397,english.all.3class.distsim.crf.ser,Reuters,ORGANIZATION,113,3,1
45354786,424397,english.all.3class.distsim.crf.ser,Treasury,ORGANIZATION,4112,7,2
45354795,424397,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,8,1
45354805,424397,english.all.3class.distsim.crf.ser,U.S. Cyber Command,ORGANIZATION,75204,9,1
45354807,424397,english.all.3class.distsim.crf.ser,U.S. Navy,ORGANIZATION,30582,9,1
45354813,424397,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,10,1
45318235,424195,english.all.3class.distsim.crf.ser,Dudley Council,ORGANIZATION,887498,4,1
45318240,424195,english.all.3class.distsim.crf.ser,BBC,ORGANIZATION,31,5,1
45318253,424195,english.all.3class.distsim.crf.ser,Earls High School,ORGANIZATION,887500,15,1
45318258,424195,english.all.3class.distsim.crf.ser,Dudley Council,ORGANIZATION,887498,16,1
45363429,424502,english.all.3class.distsim.crf.ser,Nice,ORGANIZATION,6948,10,1
45365218,424505,english.all.3class.distsim.crf.ser,Chicago Police,ORGANIZATION,52424,3,1
45365236,424505,english.all.3class.distsim.crf.ser,Chicago Police,ORGANIZATION,52424,14,1
45365261,424505,english.all.3class.distsim.crf.ser,CBS,ORGANIZATION,1004,24,1
45331316,424348,english.all.3class.distsim.crf.ser,Defence,ORGANIZATION,315,4,1
45331326,424348,english.all.3class.distsim.crf.ser,NHS,ORGANIZATION,8290,7,1
45331338,424348,english.all.3class.distsim.crf.ser,Nato,ORGANIZATION,1278,9,1
45331346,424348,english.all.3class.distsim.crf.ser,foreign,ORGANIZATION,16362,11,1
45331348,424348,english.all.3class.distsim.crf.ser,Nato,ORGANIZATION,1278,11,1
45331354,424348,english.all.3class.distsim.crf.ser,Strategic Defence and Security Review,ORGANIZATION,763297,13,1
45332335,424349,english.all.3class.distsim.crf.ser,Victorias,ORGANIZATION,887708,2,1
45332338,424349,english.all.3class.distsim.crf.ser,Victorias,ORGANIZATION,887708,6,1
45332340,424349,english.all.3class.distsim.crf.ser,CCTV,ORGANIZATION,5027,11,1
45332342,424349,english.all.3class.distsim.crf.ser,Victorias,ORGANIZATION,887708,13,1
45332344,424349,english.all.3class.distsim.crf.ser,Victorias,ORGANIZATION,887708,14,1
45332355,424349,english.all.3class.distsim.crf.ser,United Voices of the World Union,ORGANIZATION,153400,22,1
45332358,424349,english.all.3class.distsim.crf.ser,Manchester City Council,ORGANIZATION,46298,24,1
45342767,424355,english.all.3class.distsim.crf.ser,BBC,ORGANIZATION,31,1,2
45342771,424355,english.all.3class.distsim.crf.ser,Brexit,ORGANIZATION,305,1,2
45342789,424355,english.all.3class.distsim.crf.ser,EU,ORGANIZATION,422,2,2
45342797,424355,english.all.3class.distsim.crf.ser,BBC,ORGANIZATION,31,4,1
45342809,424355,english.all.3class.distsim.crf.ser,Sussex,ORGANIZATION,1870,6,1
45342813,424355,english.all.3class.distsim.crf.ser,Treasury,ORGANIZATION,4112,6,3
45342817,424355,english.all.3class.distsim.crf.ser,BBC,ORGANIZATION,31,7,1
45342841,424355,english.all.3class.distsim.crf.ser,BBC,ORGANIZATION,31,9,1
45342865,424355,english.all.3class.distsim.crf.ser,Daily Telegraph,ORGANIZATION,13811,14,2
45342869,424355,english.all.3class.distsim.crf.ser,Metro,ORGANIZATION,2249,14,4
45342871,424355,english.all.3class.distsim.crf.ser,Duke,ORGANIZATION,1869,14,5
45342873,424355,english.all.3class.distsim.crf.ser,Sussex,ORGANIZATION,1870,14,5
45342888,424355,english.all.3class.distsim.crf.ser,New York Times,ORGANIZATION,321,24,2
45342892,424355,english.all.3class.distsim.crf.ser,Cambridge University,ORGANIZATION,55915,26,1
45316032,424191,english.all.3class.distsim.crf.ser,Mid Essex Clinical Commissioning Group,ORGANIZATION,887467,3,1
45316034,424191,english.all.3class.distsim.crf.ser,CCG,ORGANIZATION,153036,3,1
45316040,424191,english.all.3class.distsim.crf.ser,Public Health England,ORGANIZATION,16488,4,1
45316042,424191,english.all.3class.distsim.crf.ser,CCG,ORGANIZATION,153036,4,2
45316046,424191,english.all.3class.distsim.crf.ser,CCG,ORGANIZATION,153036,6,1
45316062,424191,english.all.3class.distsim.crf.ser,CCG,ORGANIZATION,153036,8,1
45316070,424191,english.all.3class.distsim.crf.ser,Mid Essex CCG,ORGANIZATION,887469,9,1
45316078,424191,english.all.3class.distsim.crf.ser,NHS,ORGANIZATION,8290,10,1
45261501,423886,english.all.3class.distsim.crf.ser,Home Office,ORGANIZATION,7659,24,1
45261505,423886,english.all.3class.distsim.crf.ser,Home Office,ORGANIZATION,7659,29,1
45261509,423886,english.all.3class.distsim.crf.ser,Home Office,ORGANIZATION,7659,30,2
45353757,424396,english.all.3class.distsim.crf.ser,State,ORGANIZATION,332,3,2
45352759,424395,english.all.3class.distsim.crf.ser,interior ministry,ORGANIZATION,367,3,1
45352773,424395,english.all.3class.distsim.crf.ser,Sky News,ORGANIZATION,1873,4,1
45352783,424395,english.all.3class.distsim.crf.ser,Sky News,ORGANIZATION,1873,5,1
45322603,424238,english.all.3class.distsim.crf.ser,KCRA,ORGANIZATION,290819,2,1
45319793,424236,english.all.3class.distsim.crf.ser,Congress,ORGANIZATION,387,1,1
45319794,424236,english.all.3class.distsim.crf.ser,Department of Health and Human Services,ORGANIZATION,6060,1,1
45319802,424236,english.all.3class.distsim.crf.ser,HHS,ORGANIZATION,6060,5,1
45319803,424236,english.all.3class.distsim.crf.ser,Congress,ORGANIZATION,387,5,1
45319805,424236,english.all.3class.distsim.crf.ser,Congress,ORGANIZATION,387,6,3
45319816,424236,english.all.3class.distsim.crf.ser,CNN,ORGANIZATION,4139,8,1
45319821,424236,english.all.3class.distsim.crf.ser,Housing and Urban Development,ORGANIZATION,3989,10,1
45319823,424236,english.all.3class.distsim.crf.ser,HHS,ORGANIZATION,6060,13,2
45323262,424239,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,2,1
45323284,424239,english.all.3class.distsim.crf.ser,The Washington Post,ORGANIZATION,1339,5,2
45323298,424239,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,9,1
45323300,424239,english.all.3class.distsim.crf.ser,Associated Press,ORGANIZATION,320,9,1
45351535,424394,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,1,1
45351537,424394,english.all.3class.distsim.crf.ser,Democratic Party,ORGANIZATION,3436,1,1
45351540,424394,english.all.3class.distsim.crf.ser,Democratic Party,ORGANIZATION,3436,2,3
45351558,424394,english.all.3class.distsim.crf.ser,Democrats,ORGANIZATION,407,5,1
45351564,424394,english.all.3class.distsim.crf.ser,Democratic Party,ORGANIZATION,3436,6,1
45351576,424394,english.all.3class.distsim.crf.ser,Nation of Islam,ORGANIZATION,4264,7,1
45321349,424237,english.all.3class.distsim.crf.ser,Dallas Morning News,ORGANIZATION,28609,3,1
45321365,424237,english.all.3class.distsim.crf.ser,Irving,ORGANIZATION,112138,5,1
45321369,424237,english.all.3class.distsim.crf.ser,KXAS-TV,ORGANIZATION,93448,5,2
45286561,424079,english.all.3class.distsim.crf.ser,House Freedom Caucus,ORGANIZATION,3600,2,1
45286575,424079,english.all.3class.distsim.crf.ser,Justice Department,ORGANIZATION,2877,5,1
45286583,424079,english.all.3class.distsim.crf.ser,FBI,ORGANIZATION,156,6,2
45286597,424079,english.all.3class.distsim.crf.ser,Justice Department,ORGANIZATION,2877,9,1
45286600,424079,english.all.3class.distsim.crf.ser,DOJ,ORGANIZATION,8813,10,1
45286601,424079,english.all.3class.distsim.crf.ser,Durham,ORGANIZATION,18558,10,1
45286611,424079,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,11,1
45286612,424079,english.all.3class.distsim.crf.ser,CIA,ORGANIZATION,968,11,1
45286613,424079,english.all.3class.distsim.crf.ser,Cambridge University,ORGANIZATION,55915,11,1
45286620,424079,english.all.3class.distsim.crf.ser,House Judiciary Committee,ORGANIZATION,26078,12,1
45286629,424079,english.all.3class.distsim.crf.ser,DOJ,ORGANIZATION,8813,13,1
45286631,424079,english.all.3class.distsim.crf.ser,Democratic National Committee,ORGANIZATION,2579,13,1
45286632,424079,english.all.3class.distsim.crf.ser,DNC,ORGANIZATION,2579,13,1
45324781,424240,english.all.3class.distsim.crf.ser,defense,ORGANIZATION,3607,1,1
45324783,424240,english.all.3class.distsim.crf.ser,Pentagon,ORGANIZATION,1782,1,1
45324784,424240,english.all.3class.distsim.crf.ser,Defense Department,ORGANIZATION,4033,1,1
45324788,424240,english.all.3class.distsim.crf.ser,National Defense Strategy,ORGANIZATION,47711,2,2
45324801,424240,english.all.3class.distsim.crf.ser,United States Army,ORGANIZATION,12582,4,1
45324802,424240,english.all.3class.distsim.crf.ser,National Guard,ORGANIZATION,10022,4,2
45324803,424240,english.all.3class.distsim.crf.ser,Reserve Soldiers,ORGANIZATION,887577,4,2
45324804,424240,english.all.3class.distsim.crf.ser,Pentagon,ORGANIZATION,1782,4,2
45324816,424240,english.all.3class.distsim.crf.ser,United States Military Academy,ORGANIZATION,138189,9,1
45324819,424240,english.all.3class.distsim.crf.ser,101st Airborne Division,ORGANIZATION,59491,10,2
45324825,424240,english.all.3class.distsim.crf.ser,District of Columbia National Guard,ORGANIZATION,887578,11,1
45324826,424240,english.all.3class.distsim.crf.ser,Army Reserve,ORGANIZATION,88452,11,1
45324830,424240,english.all.3class.distsim.crf.ser,Regular Army,ORGANIZATION,887579,12,1
45324831,424240,english.all.3class.distsim.crf.ser,National Guard,ORGANIZATION,887578,12,1
45324838,424240,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,15,1
45295105,424082,english.all.3class.distsim.crf.ser,House Intelligence Committee Ranking,ORGANIZATION,625260,1,1
45295132,424082,english.all.3class.distsim.crf.ser,DNC,ORGANIZATION,39636,3,1
45295133,424082,english.all.3class.distsim.crf.ser,Fusion GPS,ORGANIZATION,109737,3,1
45295139,424082,english.all.3class.distsim.crf.ser,Department of Justice,ORGANIZATION,8813,4,2
45295151,424082,english.all.3class.distsim.crf.ser,FBI,ORGANIZATION,156,5,1
45295152,424082,english.all.3class.distsim.crf.ser,State Department,ORGANIZATION,5095,5,1
45295165,424082,english.all.3class.distsim.crf.ser,FBI,ORGANIZATION,156,6,2
45295170,424082,english.all.3class.distsim.crf.ser,FBI,ORGANIZATION,156,7,1
45295171,424082,english.all.3class.distsim.crf.ser,Justice Department,ORGANIZATION,2877,7,1
45298739,424085,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,2,1
45298778,424085,english.all.3class.distsim.crf.ser,Brown University,ORGANIZATION,21598,10,2
45298822,424085,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,20,1
45297602,424084,english.all.3class.distsim.crf.ser,CarMax,ORGANIZATION,78983,1,1
45297608,424084,english.all.3class.distsim.crf.ser,Bakersfield Fire Department,ORGANIZATION,887155,2,1
45297610,424084,english.all.3class.distsim.crf.ser,Bakersfield Californian,ORGANIZATION,90377,2,2
45297612,424084,english.all.3class.distsim.crf.ser,CarMax,ORGANIZATION,78983,3,1
45297614,424084,english.all.3class.distsim.crf.ser,Bakersfield Fire Department,ORGANIZATION,887155,5,1
45296776,424083,english.all.3class.distsim.crf.ser,Crazy Socks,ORGANIZATION,887146,1,1
45301813,424087,english.all.3class.distsim.crf.ser,MSNBC,ORGANIZATION,2878,1,1
45301832,424087,english.all.3class.distsim.crf.ser,NSC,ORGANIZATION,4596,6,3
45300545,424086,english.all.3class.distsim.crf.ser,FBI,ORGANIZATION,156,1,1
45300555,424086,english.all.3class.distsim.crf.ser,FBI,ORGANIZATION,156,2,1
45300572,424086,english.all.3class.distsim.crf.ser,FBI,ORGANIZATION,156,5,1
45300578,424086,english.all.3class.distsim.crf.ser,FBI,ORGANIZATION,156,6,1
45300580,424086,english.all.3class.distsim.crf.ser,Judicial Watch,ORGANIZATION,30048,6,1
45300582,424086,english.all.3class.distsim.crf.ser,DOJ,ORGANIZATION,8813,6,3
45300588,424086,english.all.3class.distsim.crf.ser,Senate Appropriations Committee,ORGANIZATION,15212,7,1
45300590,424086,english.all.3class.distsim.crf.ser,FBI,ORGANIZATION,156,8,2
45265488,423924,english.all.3class.distsim.crf.ser,WOWT,ORGANIZATION,886856,2,1
45265496,423924,english.all.3class.distsim.crf.ser,Associated Press,ORGANIZATION,320,10,1
45272310,423931,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,2,1
45269468,423928,english.all.3class.distsim.crf.ser,National Guard,ORGANIZATION,10022,1,1
45269475,423928,english.all.3class.distsim.crf.ser,National Guard,ORGANIZATION,10022,2,1
45269486,423928,english.all.3class.distsim.crf.ser,Defense,ORGANIZATION,3607,3,1
45269494,423928,english.all.3class.distsim.crf.ser,AFP,ORGANIZATION,11437,4,1
45269522,423928,english.all.3class.distsim.crf.ser,Associated Press,ORGANIZATION,320,8,1
45269544,423928,english.all.3class.distsim.crf.ser,Associated Press,ORGANIZATION,320,12,1
45270695,423929,english.all.3class.distsim.crf.ser,University of Utah,ORGANIZATION,49466,1,1
45270711,423929,english.all.3class.distsim.crf.ser,Salt Lake City Police Department,ORGANIZATION,70044,4,2
45270734,423929,english.all.3class.distsim.crf.ser,University of Utah,ORGANIZATION,49466,13,1
45270740,423929,english.all.3class.distsim.crf.ser,The University of Utah,ORGANIZATION,49514,14,1
45270756,423929,english.all.3class.distsim.crf.ser,Salt Lake City Police Department,ORGANIZATION,70044,17,1
45270760,423929,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,18,1
45270762,423929,english.all.3class.distsim.crf.ser,Associated Press,ORGANIZATION,320,18,1
45274881,423933,english.all.3class.distsim.crf.ser,GOP,ORGANIZATION,3431,1,2
45274888,423933,english.all.3class.distsim.crf.ser,Republican party,ORGANIZATION,1862,3,3
45274909,423933,english.all.3class.distsim.crf.ser,GOP,ORGANIZATION,3431,8,1
45232272,423769,english.all.3class.distsim.crf.ser,Treasury,ORGANIZATION,4112,3,2
45232280,423769,english.all.3class.distsim.crf.ser,Navy,ORGANIZATION,5817,4,1
45232290,423769,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,5,1
45232294,423769,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,5,2
45232296,423769,english.all.3class.distsim.crf.ser,Cyber Command,ORGANIZATION,340442,5,2
45232301,423769,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,6,1
45232309,423769,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,7,1
45232312,423769,english.all.3class.distsim.crf.ser,Associated Press,ORGANIZATION,320,7,1
45268750,423927,english.all.3class.distsim.crf.ser,New Yorker,ORGANIZATION,3262,2,1
45268752,423927,english.all.3class.distsim.crf.ser,Wall Street,ORGANIZATION,54835,2,1
45268758,423927,english.all.3class.distsim.crf.ser,Congress,ORGANIZATION,387,6,2
45273572,423932,english.all.3class.distsim.crf.ser,Treasury Department,ORGANIZATION,6575,1,1
45273580,423932,english.all.3class.distsim.crf.ser,Senate,ORGANIZATION,376,2,1
45273589,423932,english.all.3class.distsim.crf.ser,White House,ORGANIZATION,1061,3,1
45273594,423932,english.all.3class.distsim.crf.ser,Senate,ORGANIZATION,376,4,1
45273602,423932,english.all.3class.distsim.crf.ser,Treasury,ORGANIZATION,6575,6,1
45273611,423932,english.all.3class.distsim.crf.ser,Union Army,ORGANIZATION,115667,9,2
45273616,423932,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,10,1
45273619,423932,english.all.3class.distsim.crf.ser,Associated Press,ORGANIZATION,320,10,1
45239814,423775,english.all.3class.distsim.crf.ser,Administrative Hearing Commission,ORGANIZATION,633955,5,1
45239819,423775,english.all.3class.distsim.crf.ser,Administrative Hearing Commission,ORGANIZATION,633955,6,1
45239821,423775,english.all.3class.distsim.crf.ser,Reproductive Health Services,ORGANIZATION,748811,6,1
45239830,423775,english.all.3class.distsim.crf.ser,AHC,ORGANIZATION,633955,9,1
45239836,423775,english.all.3class.distsim.crf.ser,U.S. Supreme Court,ORGANIZATION,20883,10,1
45239843,423775,english.all.3class.distsim.crf.ser,Missouri Department of Health and Senior Services,ORGANIZATION,198126,11,2
45239845,423775,english.all.3class.distsim.crf.ser,The Associated Press,ORGANIZATION,3926,11,2
45239857,423775,english.all.3class.distsim.crf.ser,Supreme Court,ORGANIZATION,20883,12,1
45239869,423775,english.all.3class.distsim.crf.ser,Associated Press,ORGANIZATION,3926,15,1
45237472,423773,english.all.3class.distsim.crf.ser,New York Mets,ORGANIZATION,87506,1,1
45237475,423773,english.all.3class.distsim.crf.ser,Chicago Cubs,ORGANIZATION,95736,1,1
45237486,423773,english.all.3class.distsim.crf.ser,Mets,ORGANIZATION,87506,2,1
45237487,423773,english.all.3class.distsim.crf.ser,Philadelphia Phillies,ORGANIZATION,9750,2,1
45237488,423773,english.all.3class.distsim.crf.ser,Citizens Bank Park,ORGANIZATION,790238,2,1
45237492,423773,english.all.3class.distsim.crf.ser,Newsday,ORGANIZATION,10738,2,2
45237508,423773,english.all.3class.distsim.crf.ser,Mets,ORGANIZATION,87506,4,1
45237518,423773,english.all.3class.distsim.crf.ser,Newsday,ORGANIZATION,10738,5,1
45237520,423773,english.all.3class.distsim.crf.ser,Mets,ORGANIZATION,87506,5,1
45237526,423773,english.all.3class.distsim.crf.ser,Mets,ORGANIZATION,87506,7,1
45237527,423773,english.all.3class.distsim.crf.ser,Mets,ORGANIZATION,87506,7,1
45237534,423773,english.all.3class.distsim.crf.ser,Mets,ORGANIZATION,87506,10,1
45237544,423773,english.all.3class.distsim.crf.ser,Phillies,ORGANIZATION,9750,13,1
45237550,423773,english.all.3class.distsim.crf.ser,Mets,ORGANIZATION,87506,14,1
45237551,423773,english.all.3class.distsim.crf.ser,Atlanta Braves,ORGANIZATION,9748,14,1
45237555,423773,english.all.3class.distsim.crf.ser,Associated Press,ORGANIZATION,320,15,1
45266497,423925,english.all.3class.distsim.crf.ser,Instagram,ORGANIZATION,928,2,1
45266506,423925,english.all.3class.distsim.crf.ser,Estee Lauder,ORGANIZATION,200622,6,1
45266514,423925,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,9,1
45385629,424544,english.all.3class.distsim.crf.ser,NBC,ORGANIZATION,4138,2,1
45385643,424544,english.all.3class.distsim.crf.ser,NBC,ORGANIZATION,4138,5,5
45238967,423774,english.all.3class.distsim.crf.ser,Sony,ORGANIZATION,4872,9,1
45238968,423774,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,9,1
45235418,423772,english.all.3class.distsim.crf.ser,North County Police Cooperative,ORGANIZATION,879768,3,1
45235437,423772,english.all.3class.distsim.crf.ser,North County Police Cooperative,ORGANIZATION,879768,7,1
45235440,423772,english.all.3class.distsim.crf.ser,Clay Wellston Food Market Restaurant,ORGANIZATION,879770,7,1
45235497,423772,english.all.3class.distsim.crf.ser,North County Police Cooperative,ORGANIZATION,879768,15,1
45235517,423772,english.all.3class.distsim.crf.ser,North County Police Cooperative,ORGANIZATION,879768,21,1
45235524,423772,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,23,1
45235533,423772,english.all.3class.distsim.crf.ser,North County Police Cooperative,ORGANIZATION,879768,27,1
45235535,423772,english.all.3class.distsim.crf.ser,North County Police Cooperative 's Facebook,ORGANIZATION,879773,27,1
45235540,423772,english.all.3class.distsim.crf.ser,North County Police Cooperative,ORGANIZATION,879773,28,1
45153985,423614,english.all.3class.distsim.crf.ser,DNC,ORGANIZATION,39636,1,1
45154004,423614,english.all.3class.distsim.crf.ser,Capitol,ORGANIZATION,15232,9,1
45154026,423614,english.all.3class.distsim.crf.ser,Congress,ORGANIZATION,387,15,1
45241639,423777,english.all.3class.distsim.crf.ser,Nashua Police Department,ORGANIZATION,886483,2,1
45241640,423777,english.all.3class.distsim.crf.ser,Associated Press,ORGANIZATION,320,2,1
45241655,423777,english.all.3class.distsim.crf.ser,WHDH,ORGANIZATION,315374,7,1
45384644,424543,english.all.3class.distsim.crf.ser,Riversmead School,ORGANIZATION,888308,3,1
45384653,424543,english.all.3class.distsim.crf.ser,Facebook,ORGANIZATION,423,5,1
45384677,424543,english.all.3class.distsim.crf.ser,Facebook,ORGANIZATION,423,12,1
45384694,424543,english.all.3class.distsim.crf.ser,Marriott,ORGANIZATION,25972,17,2
45151182,423612,english.all.3class.distsim.crf.ser,Buick LaCrosse,ORGANIZATION,101917,3,1
45151183,423612,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,3,1
45151193,423612,english.all.3class.distsim.crf.ser,Senate,ORGANIZATION,376,4,3
45151197,423612,english.all.3class.distsim.crf.ser,House,ORGANIZATION,388,5,1
45151202,423612,english.all.3class.distsim.crf.ser,Clinton College,ORGANIZATION,553459,7,1
45240977,423776,english.all.3class.distsim.crf.ser,Democratic House,ORGANIZATION,23730,1,1
45240980,423776,english.all.3class.distsim.crf.ser,House,ORGANIZATION,23730,1,1
45240993,423776,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,4,1
45241002,423776,english.all.3class.distsim.crf.ser,Congress,ORGANIZATION,387,5,1
45384207,424542,english.all.3class.distsim.crf.ser,Facebook,ORGANIZATION,423,2,1
45384209,424542,english.all.3class.distsim.crf.ser,Facebook,ORGANIZATION,423,7,1
45156261,423615,english.all.3class.distsim.crf.ser,Rolling Stone,ORGANIZATION,655,12,1
45157684,423616,english.all.3class.distsim.crf.ser,NBC,ORGANIZATION,4138,2,2
45157731,423616,english.all.3class.distsim.crf.ser,New York Daily News,ORGANIZATION,3663,11,1
45157737,423616,english.all.3class.distsim.crf.ser,CNN,ORGANIZATION,4139,12,1
45157739,423616,english.all.3class.distsim.crf.ser,New York Post,ORGANIZATION,5081,12,1
45233224,423770,english.all.3class.distsim.crf.ser,Fox News,ORGANIZATION,1860,7,1
45233261,423770,english.all.3class.distsim.crf.ser,FBI,ORGANIZATION,156,11,1
45233277,423770,english.all.3class.distsim.crf.ser,FBI,ORGANIZATION,156,14,1
